COUNTY,Year,Total Dollar Damage,Total Acres Burned,Arson,Campfire,Debris Burning,Elec. Power,Equip. Use,Ltng.,Misc.,P-W-F,Rail- road,Smoking,Undet.,Vehicle,Total Fires,.25 acres or <,.26-9.99 acres,10-99 acres,100-299 acres,300-999 acres,1000-4999 acres,5000 acres or >,Population,Prec_Value,Prec_Rank,Prec_Anomaly,Prec_Mean(1901-2000),MT_Value,MT_Rank,MT_Anomaly,MT_Mean(1901-2000),AT_Value,AT_Rank,AT_Anomaly,AT_Mean(1901-2000),BUILDVALUE,AGRIVALUE,AREA,EAL_VALB,EAL_VALP,EAL_VALA,RESL_SCORE,LTNG_EALS,WFIR_RISKS
Kings,2008,"5,000",973,0,0,0,1,0,0,0,0,0,0,3,1,5,0,3,1,0,1,0,0,"148,746",5.17,31,-2.44,7.61,77.8,112,1.7,76,64.3,111,1.8,62.5,21581782286,1891643301,1406.248823,15805507.73,0.7741037195,8075241.826,16.77000046,36.51866152,64.5243398
Lake,2021,"1,389,704",109,13,1,10,9,4,2,5,2,0,1,4,7,58,40,17,1,0,0,0,0,"67,572",36.57,46,-6.89,43.46,71.2,121,2.7,68.5,59.1,125,2.8,56.3,14230184852,82432606,1342.848356,27314305.36,0.4683922354,5396717.935,28.01000023,12.93436293,97.86827871
Lake,2020,"82,183,550","18,595",10,2,8,8,9,11,6,3,0,1,11,11,80,39,35,4,0,0,1,1,"67,637",17.02,3,-26.44,43.46,72,126,3.5,68.5,59.6,126,3.3,56.3,14230184852,82432606,1342.848356,27314305.36,0.4683922354,5396717.935,28.01000023,12.93436293,97.86827871
Lake,2019,"212,965",250,5,0,8,7,10,0,4,0,0,1,10,9,54,29,20,5,0,0,0,0,"64,386",60.95,116,17.49,43.46,68.4,48,-0.1,68.5,57.4,104,1,56.3,14230184852,82432606,1342.848356,27314305.36,0.4683922354,5396717.935,28.01000023,12.93436293,97.86827871
Lake,2018,"7,182,249","15,740",3,2,7,10,13,1,25,0,0,1,14,7,83,50,24,5,3,0,0,1,"64,317",34.37,34,-9.09,43.46,70.5,117,2,68.5,58.5,123,2.2,56.3,14230184852,82432606,1342.848356,27314305.36,0.4683922354,5396717.935,28.01000023,12.93436293,97.86827871
Lake,2017,"35,412,565","2,517",7,3,6,13,5,0,14,1,0,2,16,8,75,49,21,3,1,0,1,0,"64,111",56.99,110,13.53,43.46,70.1,112,1.6,68.5,58.5,123,2.2,56.3,14230184852,82432606,1342.848356,27314305.36,0.4683922354,5396717.935,28.01000023,12.93436293,97.86827871
Lake,2016,"105,579,028","4,041",16,1,5,13,6,0,6,0,0,2,20,5,74,53,14,6,0,0,1,0,"63,903",55.34,105,11.88,43.46,69.3,94,0.8,68.5,58,118,1.7,56.3,14230184852,82432606,1342.848356,27314305.36,0.4683922354,5396717.935,28.01000023,12.93436293,97.86827871
Lake,2015,"2,017,984,089","171,849",9,0,10,8,8,0,7,2,0,2,24,5,75,42,26,2,1,1,0,3,"64,260",25.36,14,-18.1,43.46,72.5,128,4,68.5,59.9,127,3.6,56.3,14230184852,82432606,1342.848356,27314305.36,0.4683922354,5396717.935,28.01000023,12.93436293,97.86827871
Lake,2014,"69,255",343,0,4,9,4,2,0,11,6,0,0,15,11,62,38,20,3,1,0,0,0,"64,044",48.5,86,5.04,43.46,72.3,127,3.8,68.5,60.1,128,3.8,56.3,14230184852,82432606,1342.848356,27314305.36,0.4683922354,5396717.935,28.01000023,12.93436293,97.86827871
Lake,2013,"404,321",870,3,3,7,13,6,5,9,1,0,2,26,7,82,36,35,8,2,1,0,0,"63,796",12.35,1,-31.11,43.46,71.6,125,3.1,68.5,58.2,120,1.9,56.3,14230184852,82432606,1342.848356,27314305.36,0.4683922354,5396717.935,28.01000023,12.93436293,97.86827871
Lake,2012,"3,274,740","8,355",1,2,9,7,1,6,6,2,0,0,33,7,74,24,45,2,0,1,1,1,"63,954",53.91,100,10.45,43.46,69.7,105,1.2,68.5,57.1,98,0.8,56.3,14230184852,82432606,1342.848356,27314305.36,0.4683922354,5396717.935,28.01000023,12.93436293,97.86827871
Lake,2011,"534,840",82,2,2,11,2,0,16,2,0,0,2,20,0,57,22,32,3,0,0,0,0,"64,251",37.29,48,-6.17,43.46,67.9,28,-0.6,68.5,56,36,-0.3,56.3,14230184852,82432606,1342.848356,27314305.36,0.4683922354,5396717.935,28.01000023,12.93436293,97.86827871
Lake,2010,"1,000",504,4,1,2,10,0,9,0,3,0,3,12,1,45,20,24,0,0,1,0,0,"64,662",64.36,122,20.9,43.46,67.1,12,-1.4,68.5,55.7,20,-0.6,56.3,14230184852,82432606,1342.848356,27314305.36,0.4683922354,5396717.935,28.01000023,12.93436293,97.86827871
Lake,2009,"1,000",45,5,2,1,3,0,20,1,0,0,1,21,0,54,18,34,1,0,0,1,0,"65,279",32.38,28,-11.08,43.46,69.8,106,1.3,68.5,57.2,99,0.9,56.3,14230184852,82432606,1342.848356,27314305.36,0.4683922354,5396717.935,28.01000023,12.93436293,97.86827871
Lake,2008,"280,504","15,115",2,0,6,5,0,13,0,0,0,1,22,1,50,7,39,3,0,0,0,1,"65,092",35.06,36,-8.4,43.46,69.9,108,1.5,68.5,57.3,101,0.9,56.3,14230184852,82432606,1342.848356,27314305.36,0.4683922354,5396717.935,28.01000023,12.93436293,97.86827871
Lassen,2021,"445,601","35,500",4,1,7,1,3,32,5,1,0,0,5,3,62,37,24,1,0,0,0,0,"30,851",18.29,52,-2.11,20.4,62.9,124,3.3,59.6,49.1,125,2.9,46.1,6042244980,52717652,4767.766228,10541726.8,0.08247784746,2367186.373,53.09000015,28.28185328,96.30925867
Lassen,2020,"1,503,732","13,679",0,3,5,0,6,49,2,1,0,0,8,2,76,30,40,4,0,0,0,2,"31,719",10.81,3,-9.59,20.4,63.3,126,3.7,59.6,49.1,125,3,46.1,6042244980,52717652,4767.766228,10541726.8,0.08247784746,2367186.373,53.09000015,28.28185328,96.30925867
Lassen,2019,"6,320",40,5,1,12,3,7,26,4,1,0,1,3,2,65,48,17,0,0,0,0,0,"30,573",25.57,110,5.17,20.4,59.4,48,-0.2,59.6,46.6,76,0.5,46.1,6042244980,52717652,4767.766228,10541726.8,0.08247784746,2367186.373,53.09000015,28.28185328,96.30925867
Lassen,2018,"1,476,777",902,6,8,4,3,6,16,19,1,0,0,11,4,78,43,25,8,1,1,0,0,"30,618",18.88,55,-1.52,20.4,61.8,115,2.2,59.6,48,114,1.9,46.1,6042244980,52717652,4767.766228,10541726.8,0.08247784746,2367186.373,53.09000015,28.28185328,96.30925867
Lassen,2017,"2,655",53,2,0,5,2,3,43,4,1,0,0,4,2,66,51,14,1,0,0,0,0,"30,920",28.47,117,8.07,20.4,61.1,99,1.5,59.6,48.3,119,2.1,46.1,6042244980,52717652,4767.766228,10541726.8,0.08247784746,2367186.373,53.09000015,28.28185328,96.30925867
Lassen,2016,"715,300","2,631",2,2,8,0,1,4,3,0,0,0,6,5,31,18,11,1,0,0,1,0,"30,721",23.63,102,3.23,20.4,61.6,107,2,59.6,48.5,122,2.4,46.1,6042244980,52717652,4767.766228,10541726.8,0.08247784746,2367186.373,53.09000015,28.28185328,96.30925867
Lassen,2015,"2,510",215,3,2,3,0,2,43,6,0,0,0,6,2,67,54,10,3,0,0,0,0,"31,256",17.23,44,-3.17,20.4,63.3,125,3.6,59.6,49.7,127,3.6,46.1,6042244980,52717652,4767.766228,10541726.8,0.08247784746,2367186.373,53.09000015,28.28185328,96.30925867
Lassen,2014,"756,523","13,220",1,2,12,0,2,40,1,0,0,0,7,2,67,46,19,1,0,0,0,1,"31,664",20.3,74,-0.1,20.4,63.5,127,3.9,59.6,50.1,128,4,46.1,6042244980,52717652,4767.766228,10541726.8,0.08247784746,2367186.373,53.09000015,28.28185328,96.30925867
Lassen,2013,"5,377",181,1,3,7,0,1,45,2,2,0,1,9,0,71,48,20,3,0,0,0,0,"32,129",8.55,1,-11.85,20.4,61.8,115,2.2,59.6,47.3,101,1.1,46.1,6042244980,52717652,4767.766228,10541726.8,0.08247784746,2367186.373,53.09000015,28.28185328,96.30925867
Lassen,2012,"422,912",298,0,0,3,2,13,3,0,1,0,0,2,1,25,12,10,2,1,0,0,0,"33,629",21.64,80,1.24,20.4,62.3,120,2.7,59.6,48.3,119,2.1,46.1,6042244980,52717652,4767.766228,10541726.8,0.08247784746,2367186.373,53.09000015,28.28185328,96.30925867
Lassen,2011,"9,916",57,3,0,10,3,8,4,1,1,0,0,5,1,36,23,11,2,0,0,0,0,"34,246",16.68,38,-3.72,20.4,59.3,44,-0.3,59.6,45.9,43,-0.3,46.1,6042244980,52717652,4767.766228,10541726.8,0.08247784746,2367186.373,53.09000015,28.28185328,96.30925867
Lassen,2010,"63,080",331,2,0,4,2,5,15,0,0,0,2,4,0,34,22,9,2,1,0,0,0,"34,895",23.08,94,2.68,20.4,59.3,44,-0.3,59.6,46.6,76,0.5,46.1,6042244980,52717652,4767.766228,10541726.8,0.08247784746,2367186.373,53.09000015,28.28185328,96.30925867
Lassen,2009,"63,080",34,1,0,4,5,22,42,0,0,0,2,5,0,81,32,42,5,1,1,0,0,"34,473",16.26,35,-4.14,20.4,60.9,93,1.3,59.6,47,94,0.9,46.1,6042244980,52717652,4767.766228,10541726.8,0.08247784746,2367186.373,53.09000015,28.28185328,96.30925867
Lassen,2008,"2,893,654","15,889",1,1,4,2,15,30,0,0,0,0,4,0,57,32,22,0,0,1,1,1,"34,547",13.51,14,-6.89,20.4,61.2,102,1.6,59.6,46.9,87,0.7,46.1,6042244980,52717652,4767.766228,10541726.8,0.08247784746,2367186.373,53.09000015,28.28185328,96.30925867
Madera,2021,"200,650",208,3,1,17,4,9,1,6,1,0,2,6,21,71,42,24,5,0,0,0,0,"156,860",19.05,44,-4.07,23.12,71.3,125,2.8,68.5,58,126,2.9,55.1,27668098560,1712027533,2174.976721,44594157.22,0.943718103,8179085.828,14.73999977,48.03732304,99.5545657
Madera,2020,"34,923,990","6,914",10,2,22,11,6,0,9,2,0,0,6,10,78,32,37,3,4,1,0,1,"156,141",11.06,3,-12.06,23.12,71.2,124,2.7,68.5,58,126,2.9,55.1,27668098560,1712027533,2174.976721,44594157.22,0.943718103,8179085.828,14.73999977,48.03732304,99.5545657
Madera,2019,"20,580",212,6,4,14,6,7,1,4,3,0,2,6,14,67,34,28,5,0,0,0,0,"157,327",25.3,87,2.18,23.12,68.7,62,0.2,68.5,56.3,96,1.1,55.1,27668098560,1712027533,2174.976721,44594157.22,0.943718103,8179085.828,14.73999977,48.03732304,99.5545657
Madera,2018,"300,282","1,130",6,0,21,7,5,1,14,2,0,1,14,12,83,50,25,5,1,2,0,0,"156,882",20.72,59,-2.4,23.12,70.8,119,2.3,68.5,57.7,121,2.6,55.1,27668098560,1712027533,2174.976721,44594157.22,0.943718103,8179085.828,14.73999977,48.03732304,99.5545657
Madera,2017,"2,864,170","3,222",3,6,15,8,13,8,10,3,0,1,24,17,108,59,42,3,1,1,2,0,"155,423",29.76,105,6.64,23.12,70.6,117,2.1,68.5,57.8,122,2.7,55.1,27668098560,1712027533,2174.976721,44594157.22,0.943718103,8179085.828,14.73999977,48.03732304,99.5545657
Madera,2016,"299,925",499,5,0,11,4,11,1,27,0,0,1,6,15,81,39,36,5,1,0,0,0,"153,956",24.08,78,0.96,23.12,70.9,122,2.4,68.5,57.9,123,2.7,55.1,27668098560,1712027533,2174.976721,44594157.22,0.943718103,8179085.828,14.73999977,48.03732304,99.5545657
Madera,2015,"101,321","1,151",7,2,17,7,7,1,4,4,0,0,16,9,74,50,21,1,1,1,0,0,"153,576",14.42,15,-8.7,23.12,71.2,124,2.7,68.5,58.4,127,3.2,55.1,27668098560,1712027533,2174.976721,44594157.22,0.943718103,8179085.828,14.73999977,48.03732304,99.5545657
Madera,2014,"5,807,684",998,12,4,9,2,3,2,12,1,0,1,19,7,72,47,22,1,0,2,0,0,"153,456",13.96,11,-9.16,23.12,72.6,128,4.1,68.5,59.3,128,4.2,55.1,27668098560,1712027533,2174.976721,44594157.22,0.943718103,8179085.828,14.73999977,48.03732304,99.5545657
Madera,2013,"12,650","1,153",13,6,7,5,7,3,5,2,0,2,40,12,102,46,43,10,2,1,0,0,"151,370",6.64,1,-16.48,23.12,70.9,122,2.4,68.5,57.2,117,2,55.1,27668098560,1712027533,2174.976721,44594157.22,0.943718103,8179085.828,14.73999977,48.03732304,99.5545657
Madera,2012,"9,060",188,6,3,13,1,0,11,4,1,0,1,25,7,72,42,26,4,0,0,0,0,"151,527",20.75,60,-2.37,23.12,70.7,118,2.2,68.5,57.3,119,2.2,55.1,27668098560,1712027533,2174.976721,44594157.22,0.943718103,8179085.828,14.73999977,48.03732304,99.5545657
Madera,2011,"26,145",702,2,1,14,7,1,16,3,1,0,0,27,1,73,35,27,10,1,0,0,0,"151,675",20.05,51,-3.07,23.12,67.8,37,-0.7,68.5,54.8,41,-0.3,55.1,27668098560,1712027533,2174.976721,44594157.22,0.943718103,8179085.828,14.73999977,48.03732304,99.5545657
Madera,2010,"5,340",157,0,0,4,3,2,17,0,0,0,0,21,1,48,23,23,2,0,0,0,0,"150,834",32.82,115,9.7,23.12,67.6,27,-0.9,68.5,55.2,59,0.1,55.1,27668098560,1712027533,2174.976721,44594157.22,0.943718103,8179085.828,14.73999977,48.03732304,99.5545657
Madera,2009,"5,340",48,3,0,7,4,0,17,0,0,0,2,20,3,56,25,27,2,1,1,0,0,"148,632",19.62,47,-3.5,23.12,69.7,97,1.2,68.5,56.5,103,1.3,55.1,27668098560,1712027533,2174.976721,44594157.22,0.943718103,8179085.828,14.73999977,48.03732304,99.5545657
Madera,2008,"274,050","3,672",5,0,6,7,4,14,0,0,0,3,21,0,60,15,40,2,2,0,1,0,"147,577",18.57,40,-4.55,23.12,70,107,1.5,68.5,56.7,108,1.5,55.1,27668098560,1712027533,2174.976721,44594157.22,0.943718103,8179085.828,14.73999977,48.03732304,99.5545657
Mariposa,2021,"18,670",348,2,0,17,9,9,3,4,0,0,0,2,5,51,20,29,1,1,0,0,0,"17,016",26.48,42,-6.33,32.81,70.5,124,2.8,67.7,57.2,125,2.7,54.5,4441312071,28363709,1477.592162,13858867.44,0.07216456037,67236.10095,24.97999954,23.39124839,98.69551384
Mariposa,2020,"670,500",542,6,0,31,9,7,2,4,2,0,2,4,6,73,22,45,4,2,0,0,0,"17,124",15.78,4,-17.03,32.81,70.7,126,3,67.7,57.4,126,2.9,54.5,4441312071,28363709,1477.592162,13858867.44,0.07216456037,67236.10095,24.97999954,23.39124839,98.69551384
Mariposa,2019,"261,852","7,862",1,0,16,6,12,1,2,0,0,0,12,7,57,20,26,6,2,1,1,1,"17,203",38.06,96,5.25,32.81,67.6,51,-0.2,67.7,55,83,0.5,54.5,4441312071,28363709,1477.592162,13858867.44,0.07216456037,67236.10095,24.97999954,23.39124839,98.69551384
Mariposa,2018,"194,400",271,2,1,18,5,10,0,3,1,0,0,9,3,52,33,15,3,1,0,0,0,"17,405",30.17,62,-2.64,32.81,70.1,120,2.4,67.7,56.9,121,2.4,54.5,4441312071,28363709,1477.592162,13858867.44,0.07216456037,67236.10095,24.97999954,23.39124839,98.69551384
Mariposa,2017,"40,242,411","83,636",3,2,30,3,2,1,10,1,0,0,11,10,73,38,22,7,3,2,0,1,"17,414",41.99,105,9.18,32.81,69.7,117,2,67.7,57,122,2.5,54.5,4441312071,28363709,1477.592162,13858867.44,0.07216456037,67236.10095,24.97999954,23.39124839,98.69551384
Mariposa,2016,"48,410",125,2,0,15,3,7,0,5,1,0,0,13,14,60,25,33,2,0,0,0,0,"17,456",34.7,80,1.89,32.81,70,119,2.3,67.7,56.9,121,2.4,54.5,4441312071,28363709,1477.592162,13858867.44,0.07216456037,67236.10095,24.97999954,23.39124839,98.69551384
Mariposa,2015,"1,000",113,4,2,20,0,5,1,5,0,0,1,4,2,44,24,18,2,0,0,0,0,"17,622",20,13,-12.81,32.81,70.5,124,2.7,67.7,57.5,127,3,54.5,4441312071,28363709,1477.592162,13858867.44,0.07216456037,67236.10095,24.97999954,23.39124839,98.69551384
Mariposa,2014,"30,000",527,1,2,12,5,1,1,1,0,0,1,12,2,38,20,15,1,2,0,0,0,"17,714",19.44,10,-13.37,32.81,71.5,128,3.7,67.7,58.4,128,3.8,54.5,4441312071,28363709,1477.592162,13858867.44,0.07216456037,67236.10095,24.97999954,23.39124839,98.69551384
Mariposa,2013,400,132,0,1,7,2,3,0,5,0,0,4,13,3,38,16,19,3,0,0,0,0,"17,809",9.39,1,-23.42,32.81,69.8,118,2,67.7,56.3,117,1.8,54.5,4441312071,28363709,1477.592162,13858867.44,0.07216456037,67236.10095,24.97999954,23.39124839,98.69551384
Mariposa,2012,"80,202","1,750",2,1,18,5,0,5,4,1,0,1,6,5,48,23,24,0,0,0,1,0,"17,881",29.99,60,-2.82,32.81,69.5,114,1.8,67.7,56.4,118,1.9,54.5,4441312071,28363709,1477.592162,13858867.44,0.07216456037,67236.10095,24.97999954,23.39124839,98.69551384
Mariposa,2011,"14,003",111,1,0,10,6,1,18,1,0,0,0,12,0,49,27,18,4,0,0,0,0,"18,170",28.19,53,-4.62,32.81,66.6,22,-1.1,67.7,53.8,25,-0.8,54.5,4441312071,28363709,1477.592162,13858867.44,0.07216456037,67236.10095,24.97999954,23.39124839,98.69551384
Mariposa,2010,"20,296",175,0,0,4,8,0,10,0,2,0,0,6,1,31,10,17,4,0,0,0,0,"18,247",44.14,111,11.33,32.81,66.6,22,-1.1,67.7,54.2,39,-0.4,54.5,4441312071,28363709,1477.592162,13858867.44,0.07216456037,67236.10095,24.97999954,23.39124839,98.69551384
Mariposa,2009,"20,296",31,3,0,5,8,1,17,0,0,0,1,14,0,49,22,25,2,0,0,0,0,"17,792",27.12,47,-5.69,32.81,68.8,94,1.1,67.7,55.7,102,1.2,54.5,4441312071,28363709,1477.592162,13858867.44,0.07216456037,67236.10095,24.97999954,23.39124839,98.69551384
Mendocino,2021,"739,052",435,22,2,35,11,6,10,12,1,0,1,15,19,134,85,41,7,1,0,0,0,"90,445",43.42,37,-8.19,51.61,68.7,122,2.4,66.3,56.8,124,1.9,54.8,22748706736,198421385,3917.305418,46293634.72,0.7896349735,10072947.51,43.13000107,5.46975547,97.26376074
Mendocino,2020,"246,704","32,201",22,4,35,7,10,14,15,0,0,2,13,15,137,49,78,5,2,1,1,1,"91,074",22.11,2,-29.5,51.61,70,128,3.7,66.3,57.7,126,2.8,54.8,22748706736,198421385,3917.305418,46293634.72,0.7896349735,10072947.51,43.13000107,5.46975547,97.26376074
Mendocino,2019,"108,800","1,105",12,5,30,11,5,9,12,2,0,0,11,19,116,73,39,1,2,1,0,0,"86,749",62.4,104,10.79,51.61,67,93,0.7,66.3,56.1,114,1.3,54.8,22748706736,198421385,3917.305418,46293634.72,0.7896349735,10072947.51,43.13000107,5.46975547,97.26376074
Mendocino,2018,"30,763,211","459,412",14,3,39,9,7,0,13,3,0,0,35,20,143,90,46,5,0,0,0,2,"87,401",41.72,33,-9.89,51.61,68.1,117,1.8,66.3,56.2,116,1.4,54.8,22748706736,198421385,3917.305418,46293634.72,0.7896349735,10072947.51,43.13000107,5.46975547,97.26376074
Mendocino,2017,"308,664","37,538",5,8,28,13,11,4,13,1,0,2,39,14,138,90,45,1,0,1,0,1,"87,576",61.04,99,9.43,51.61,67.9,115,1.6,66.3,56.6,123,1.8,54.8,22748706736,198421385,3917.305418,46293634.72,0.7896349735,10072947.51,43.13000107,5.46975547,97.26376074
Mendocino,2016,"693,434",206,7,5,24,14,9,0,15,1,1,0,29,13,118,84,29,5,0,0,0,0,"87,285",65.92,110,14.31,51.61,67.5,108,1.2,66.3,56.6,123,1.8,54.8,22748706736,198421385,3917.305418,46293634.72,0.7896349735,10072947.51,43.13000107,5.46975547,97.26376074
Mendocino,2015,"328,014",364,6,11,42,12,5,5,14,1,2,2,25,14,139,91,45,2,1,0,0,0,"87,107",35.42,21,-16.19,51.61,70,128,3.6,66.3,58,127,3.1,54.8,22748706736,198421385,3917.305418,46293634.72,0.7896349735,10072947.51,43.13000107,5.46975547,97.26376074
Mendocino,2014,"2,181,483","13,207",17,6,22,11,6,4,34,1,0,2,20,15,138,68,62,6,0,1,0,1,"87,225",55.43,80,3.82,51.61,69.6,126,3.3,66.3,58.1,128,3.2,54.8,22748706736,198421385,3917.305418,46293634.72,0.7896349735,10072947.51,43.13000107,5.46975547,97.26376074
Mendocino,2013,"314,912",696,12,7,29,24,9,10,6,5,1,1,37,7,148,78,64,3,2,1,0,0,"87,054",15.5,1,-36.11,51.61,68.7,122,2.4,66.3,56,113,1.1,54.8,22748706736,198421385,3917.305418,46293634.72,0.7896349735,10072947.51,43.13000107,5.46975547,97.26376074
Mendocino,2012,"1,271,921","5,333",5,7,17,6,1,5,12,7,0,2,31,9,102,45,47,7,1,1,1,0,"87,288",59.58,93,7.97,51.61,67.3,101,1,66.3,55.4,97,0.5,54.8,22748706736,198421385,3917.305418,46293634.72,0.7896349735,10072947.51,43.13000107,5.46975547,97.26376074
Mendocino,2011,"81,012",766,13,2,21,10,0,36,2,1,0,2,38,3,128,46,81,0,0,1,0,0,"87,334",42.9,36,-8.71,51.61,65.7,29,-0.6,66.3,54.3,20,-0.5,54.8,22748706736,198421385,3917.305418,46293634.72,0.7896349735,10072947.51,43.13000107,5.46975547,97.26376074
Mendocino,2010,"31,710",233,8,1,11,15,0,23,0,4,0,1,23,1,87,45,36,6,0,0,0,0,"87,850",70.23,116,18.62,51.61,64.9,9,-1.4,66.3,54.6,36,-0.3,54.8,22748706736,198421385,3917.305418,46293634.72,0.7896349735,10072947.51,43.13000107,5.46975547,97.26376074
Mendocino,2009,"31,710",87,0,2,18,7,7,37,0,5,0,2,49,3,130,59,65,5,1,0,0,0,"86,040",35.07,19,-16.54,51.61,67.2,99,0.9,66.3,55.3,95,0.5,54.8,22748706736,198421385,3917.305418,46293634.72,0.7896349735,10072947.51,43.13000107,5.46975547,97.26376074
Mendocino,2008,"621,450","66,216",3,0,30,6,82,89,0,1,0,5,45,0,261,83,110,25,11,12,18,2,"85,786",37.3,26,-14.31,51.61,67.2,99,0.9,66.3,55.2,89,0.3,54.8,22748706736,198421385,3917.305418,46293634.72,0.7896349735,10072947.51,43.13000107,5.46975547,97.26376074
Merced,2021,"16,470",372,2,1,0,2,2,0,4,0,0,2,0,15,28,13,10,5,0,0,0,0,"281,750",10.5,63,-0.77,11.27,76.2,121,2.6,73.6,63.4,123,2.4,61,51293493447,3370386870,1998.627059,42573965.87,1.380086123,8320594.557,15.47000027,46.58944659,89.11867642
Merced,2020,"11,765","7,001",4,0,0,2,2,1,2,0,0,0,5,17,33,5,20,4,1,1,2,0,"280,909",5.77,6,-5.5,11.27,76.6,122,2.9,73.6,63.4,123,2.4,61,51293493447,3370386870,1998.627059,42573965.87,1.380086123,8320594.557,15.47000027,46.58944659,89.11867642
Merced,2019,"146,600",333,4,4,0,1,4,0,6,0,0,0,4,15,38,10,19,9,0,0,0,0,"277,680",13.85,99,2.58,11.27,74.8,95,1.2,73.6,62.9,112,1.9,61,51293493447,3370386870,1998.627059,42573965.87,1.380086123,8320594.557,15.47000027,46.58944659,89.11867642
Merced,2018,"1,368,100","6,718",3,1,0,1,2,0,1,0,0,0,15,10,33,13,13,4,1,0,2,0,"274,151",10.5,63,-0.77,11.27,75.9,118,2.3,73.6,63.4,123,2.3,61,51293493447,3370386870,1998.627059,42573965.87,1.380086123,8320594.557,15.47000027,46.58944659,89.11867642
Merced,2017,"23,200","1,830",2,0,1,4,2,0,2,0,0,0,11,3,25,14,6,4,0,0,1,0,"271,096",13.02,91,1.75,11.27,76.7,125,3,73.6,64,127,3,61,51293493447,3370386870,1998.627059,42573965.87,1.380086123,8320594.557,15.47000027,46.58944659,89.11867642
Merced,2016,"177,500","1,497",0,1,3,2,1,0,2,0,0,0,20,6,35,12,15,7,0,0,1,0,"267,628",14.46,108,3.19,11.27,76.7,125,3.1,73.6,64,127,3,61,51293493447,3370386870,1998.627059,42573965.87,1.380086123,8320594.557,15.47000027,46.58944659,89.11867642
Merced,2015,"701,920","3,789",4,0,0,1,0,1,2,0,0,0,5,6,19,1,14,1,0,1,2,0,"266,353",6.98,14,-4.29,11.27,76.8,126,3.2,73.6,64,127,3,61,51293493447,3370386870,1998.627059,42573965.87,1.380086123,8320594.557,15.47000027,46.58944659,89.11867642
Merced,2014,0,39,0,0,0,2,0,0,1,0,0,0,10,1,14,2,11,1,0,0,0,0,"264,419",10.12,58,-1.15,11.27,78.2,128,4.5,73.6,65.1,128,4.1,61,51293493447,3370386870,1998.627059,42573965.87,1.380086123,8320594.557,15.47000027,46.58944659,89.11867642
Merced,2013,0,286,1,0,1,4,1,0,0,0,0,3,10,0,20,4,12,3,1,0,0,0,"262,026",3.5,1,-7.77,11.27,76.6,123,3,73.6,63,115,2,61,51293493447,3370386870,1998.627059,42573965.87,1.380086123,8320594.557,15.47000027,46.58944659,89.11867642
Merced,2012,"4,000",456,0,0,0,0,1,2,1,0,0,0,9,2,15,2,12,0,0,1,0,0,"260,867",10.16,60,-1.11,11.27,76.2,121,2.6,73.6,63.2,118,2.2,61,51293493447,3370386870,1998.627059,42573965.87,1.380086123,8320594.557,15.47000027,46.58944659,89.11867642
Merced,2011,"81,080","1,398",0,0,0,2,0,8,2,0,0,0,10,1,23,2,13,5,1,2,0,0,"259,297",10.04,55,-1.23,11.27,73.1,42,-0.5,73.6,60.8,45,-0.2,61,51293493447,3370386870,1998.627059,42573965.87,1.380086123,8320594.557,15.47000027,46.58944659,89.11867642
Merced,2010,"49,700","3,060",1,0,1,4,0,3,0,3,0,1,14,1,28,6,11,5,4,1,1,0,"255,796",16.75,117,5.48,11.27,73.5,58,-0.2,73.6,61.5,80,0.5,61,51293493447,3370386870,1998.627059,42573965.87,1.380086123,8320594.557,15.47000027,46.58944659,89.11867642
Merced,2009,"49,700",28,1,0,0,4,0,3,0,0,0,0,13,1,22,7,12,3,0,0,0,0,"245,321",9.87,50,-1.4,11.27,75.4,107,1.8,73.6,62.6,107,1.6,61,51293493447,3370386870,1998.627059,42573965.87,1.380086123,8320594.557,15.47000027,46.58944659,89.11867642
Merced,2008,"82,000","1,575",0,0,0,2,0,8,0,0,0,0,24,1,35,11,21,1,0,2,0,0,"244,356",8.67,35,-2.6,11.27,75.7,114,2.1,73.6,62.6,107,1.6,61,51293493447,3370386870,1998.627059,42573965.87,1.380086123,8320594.557,15.47000027,46.58944659,89.11867642
Modoc,2021,"50,200",149,1,0,4,1,0,4,0,0,0,0,1,1,12,5,5,1,1,0,0,0,"8,579",14.45,28,-3.62,18.07,63,126,4.2,58.8,49.3,126,3.7,45.6,2905000104,131642848,4245.688588,6201081.213,0.02857277481,9164418.893,21.31999969,5.855855856,89.69137766
Modoc,2020,100,177,5,0,7,1,1,7,1,0,0,0,3,1,26,5,15,6,0,0,0,0,"8,703",12.92,12,-5.15,18.07,62.9,124,4.1,58.8,49,124,3.4,45.6,2905000104,131642848,4245.688588,6201081.213,0.02857277481,9164418.893,21.31999969,5.855855856,89.69137766
Modoc,2019,502,43,0,0,0,0,0,0,0,0,0,0,0,0,21,11,9,1,0,0,0,0,"8,841",21.22,107,3.15,18.07,59.6,78,0.8,58.8,46.7,93,1.2,45.6,2905000104,131642848,4245.688588,6201081.213,0.02857277481,9164418.893,21.31999969,5.855855856,89.69137766
Modoc,2018,"2,403",15,4,0,1,2,4,11,2,0,0,0,2,2,28,19,9,0,0,0,0,0,"8,800",17.29,59,-0.78,18.07,61.7,120,2.9,58.8,48,116,2.5,45.6,2905000104,131642848,4245.688588,6201081.213,0.02857277481,9164418.893,21.31999969,5.855855856,89.69137766
