COUNTY,Year,Total Dollar Damage,Total Acres Burned,Arson,Campfire,Debris Burning,Elec. Power,Equip. Use,Ltng.,Misc.,P-W-F,Rail- road,Smoking,Undet.,Vehicle,Total Fires,.25 acres or <,.26-9.99 acres,10-99 acres,100-299 acres,300-999 acres,1000-4999 acres,5000 acres or >,Population,Prec_Value,Prec_Rank,Prec_Anomaly,Prec_Mean(1901-2000),MT_Value,MT_Rank,MT_Anomaly,MT_Mean(1901-2000),AT_Value,AT_Rank,AT_Anomaly,AT_Mean(1901-2000),BUILDVALUE,AGRIVALUE,AREA,EAL_VALB,EAL_VALP,EAL_VALA,RESL_SCORE,LTNG_EALS,WFIR_RISKS
Alameda,2021,"11,335",63,3,0,0,6,4,0,7,1,0,2,14,11,48,24,23,1,0,0,0,0,"1,654,938",17.96,64,-0.79,18.75,71.3,123,2.7,68.6,60.4,123,2.5,57.9,332594614555,52949888,829.4988628,823284704.2,33.00614822,5972338.153,83.48000336,9.523809524,96.18199173
Alameda,2020,"101,020,955","25,141",8,0,1,10,5,4,6,1,0,1,7,18,61,8,38,8,4,1,1,1,"1,676,458",8.42,4,-10.33,18.75,72.9,128,4.3,68.6,61.7,127,3.9,57.9,332594614555,52949888,829.4988628,823284704.2,33.00614822,5972338.153,83.48000336,9.523809524,96.18199173
Alameda,2019,"96,100",262,7,2,0,3,4,0,4,0,0,0,9,11,40,12,16,12,0,0,0,0,"1,671,329",22.29,96,3.54,18.75,70,102,1.4,68.6,59.7,116,1.8,57.9,332594614555,52949888,829.4988628,823284704.2,33.00614822,5972338.153,83.48000336,9.523809524,96.18199173
Alameda,2018,"155,477",810,3,0,0,0,5,0,11,0,0,0,19,3,41,11,23,5,1,1,0,0,"1,666,756",16.57,52,-2.18,18.75,70.7,117,2,68.6,59.8,117,1.9,57.9,332594614555,52949888,829.4988628,823284704.2,33.00614822,5972338.153,83.48000336,9.523809524,96.18199173
Alameda,2017,"14,101",503,3,0,0,4,2,1,7,0,0,0,16,2,35,15,14,2,4,0,0,0,"1,660,196",24.97,110,6.22,18.75,71.2,122,2.5,68.6,60.5,125,2.6,57.9,332594614555,52949888,829.4988628,823284704.2,33.00614822,5972338.153,83.48000336,9.523809524,96.18199173
Alameda,2016,"32,410",170,0,0,0,8,4,0,4,0,0,0,16,7,39,10,20,9,0,0,0,0,"1,650,950",22.55,98,3.8,18.75,70.9,120,2.2,68.6,60.4,123,2.5,57.9,332594614555,52949888,829.4988628,823284704.2,33.00614822,5972338.153,83.48000336,9.523809524,96.18199173
Alameda,2015,"1,826,231","3,458",0,1,2,6,5,2,4,0,0,0,21,9,50,14,26,8,1,0,1,0,"1,634,538",10.39,9,-8.36,18.75,71.9,125,3.2,68.6,61.1,126,3.2,57.9,332594614555,52949888,829.4988628,823284704.2,33.00614822,5972338.153,83.48000336,9.523809524,96.18199173
Alameda,2014,"248,252",130,0,1,0,6,5,0,1,0,0,1,13,6,33,14,15,4,0,0,0,0,"1,607,792",19.88,79,1.13,18.75,72.8,127,4.2,68.6,62,128,4.1,57.9,332594614555,52949888,829.4988628,823284704.2,33.00614822,5972338.153,83.48000336,9.523809524,96.18199173
Alameda,2013,"142,125",843,1,0,1,7,8,0,1,0,0,1,15,12,46,13,20,11,2,0,0,0,"1,579,593",5.08,1,-13.67,18.75,70.8,120,2.1,68.6,59.5,109,1.6,57.9,332594614555,52949888,829.4988628,823284704.2,33.00614822,5972338.153,83.48000336,9.523809524,96.18199173
Alameda,2012,"17,100",115,0,0,0,0,0,3,5,0,0,0,7,0,15,3,9,3,0,0,0,0,"1,553,764",20.78,85,2.03,18.75,70.3,112,1.7,68.6,59.3,105,1.4,57.9,332594614555,52949888,829.4988628,823284704.2,33.00614822,5972338.153,83.48000336,9.523809524,96.18199173
Alameda,2011,"487,750","1,507",1,0,0,9,0,16,5,0,0,0,14,4,49,15,24,7,1,2,0,0,"1,530,915",14.53,34,-4.22,18.75,68.4,47,-0.2,68.6,57.9,60,0,57.9,332594614555,52949888,829.4988628,823284704.2,33.00614822,5972338.153,83.48000336,9.523809524,96.18199173
Alameda,2010,"264,450",850,0,0,1,8,0,12,0,1,0,0,21,2,45,12,26,4,2,1,0,0,"1,510,258",23.17,103,4.42,18.75,68.2,38,-0.4,68.6,58.3,75,0.4,57.9,332594614555,52949888,829.4988628,823284704.2,33.00614822,5972338.153,83.48000336,9.523809524,96.18199173
Alameda,2009,"264,450",45,0,0,2,8,0,12,0,1,0,0,25,2,50,20,22,7,1,0,0,0,"1,491,482",17.32,60,-1.43,18.75,69.7,95,1.1,68.6,59,97,1.1,57.9,332594614555,52949888,829.4988628,823284704.2,33.00614822,5972338.153,83.48000336,9.523809524,96.18199173
Alameda,2008,"81,300",195,1,0,2,7,0,20,0,0,0,0,19,4,53,26,22,5,0,0,0,0,"1,470,326",14.18,31,-4.57,18.75,70.1,106,1.5,68.6,59.1,100,1.2,57.9,332594614555,52949888,829.4988628,823284704.2,33.00614822,5972338.153,83.48000336,9.523809524,96.18199173
Alpine,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,181",37.65,82,1.51,36.14,58.1,125,3.2,54.9,46.4,126,3.1,43.3,861599744,2277225,750.6914653,1142909.076,0.09506568913,159.872273,44.77999878,3.056628057,81.64174356
Alpine,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,201",20.43,4,-15.71,36.14,58.2,127,3.4,54.9,46.3,125,3,43.3,861599744,2277225,750.6914653,1142909.076,0.09506568913,159.872273,44.77999878,3.056628057,81.64174356
Alpine,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,129",47.21,107,11.07,36.14,54.5,44,-0.4,54.9,43.5,73,0.2,43.3,861599744,2277225,750.6914653,1142909.076,0.09506568913,159.872273,44.77999878,3.056628057,81.64174356
Alpine,2018,0,204,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1,089",32.2,52,-3.94,36.14,57.3,120,2.4,54.9,45.7,122,2.4,43.3,861599744,2277225,750.6914653,1142909.076,0.09506568913,159.872273,44.77999878,3.056628057,81.64174356
Alpine,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,111",64.24,127,28.1,36.14,56.5,109,1.6,54.9,45.4,120,2.1,43.3,861599744,2277225,750.6914653,1142909.076,0.09506568913,159.872273,44.77999878,3.056628057,81.64174356
Alpine,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,047",39.63,89,3.49,36.14,57,118,2.2,54.9,45.9,123,2.6,43.3,861599744,2277225,750.6914653,1142909.076,0.09506568913,159.872273,44.77999878,3.056628057,81.64174356
Amador,2021,"386,100",245,10,1,15,5,14,2,5,0,0,1,5,5,63,38,20,5,0,0,0,0,"40,222",34.53,68,-0.7,35.23,72.5,121,2.8,69.7,60,125,2.8,57.2,8125867642,35589294,612.0676341,8622287.358,0.1987385651,5381404.035,43.18999863,25.9009009,97.39102768
Amador,2020,"19,300",87,8,1,24,8,7,0,7,0,0,2,7,9,73,47,25,1,0,0,0,0,"40,446",20.32,5,-14.91,35.23,72.8,123,3.1,69.7,60.4,127,3.2,57.2,8125867642,35589294,612.0676341,8622287.358,0.1987385651,5381404.035,43.18999863,25.9009009,97.39102768
Amador,2019,"82,201",196,6,0,21,5,8,1,6,3,0,2,7,11,70,35,32,2,1,0,0,0,"39,752",48.65,112,13.42,35.23,69.6,59,-0.1,69.7,57.8,87,0.6,57.2,8125867642,35589294,612.0676341,8622287.358,0.1987385651,5381404.035,43.18999863,25.9009009,97.39102768
Amador,2018,"1,091,200",883,3,0,19,5,10,0,15,0,0,0,9,4,65,42,21,1,0,1,0,0,"39,405",34.04,64,-1.19,35.23,72.4,120,2.6,69.7,59.7,123,2.5,57.2,8125867642,35589294,612.0676341,8622287.358,0.1987385651,5381404.035,43.18999863,25.9009009,97.39102768
Amador,2017,"11,957",152,0,2,13,9,6,1,11,0,0,3,13,6,64,33,26,5,0,0,0,0,"38,529",55.94,124,20.71,35.23,71.5,110,1.7,69.7,59.5,121,2.3,57.2,8125867642,35589294,612.0676341,8622287.358,0.1987385651,5381404.035,43.18999863,25.9009009,97.39102768
Amador,2016,"307,070",383,2,0,17,6,7,1,7,0,0,3,5,9,57,29,21,6,1,0,0,0,"37,429",41.01,91,5.78,35.23,71.4,108,1.6,69.7,59.2,119,2,57.2,8125867642,35589294,612.0676341,8622287.358,0.1987385651,5381404.035,43.18999863,25.9009009,97.39102768
Amador,2015,"1,000,000,709","70,892",2,1,14,5,1,4,5,0,0,1,9,4,46,28,17,0,0,0,0,1,"37,031",26.66,32,-8.57,35.23,72.9,125,3.2,69.7,60.4,127,3.1,57.2,8125867642,35589294,612.0676341,8622287.358,0.1987385651,5381404.035,43.18999863,25.9009009,97.39102768
Amador,2014,"152,901",179,2,3,14,6,12,1,15,1,0,0,9,4,67,48,17,1,1,0,0,0,"36,726",31.29,51,-3.94,35.23,73.3,128,3.6,69.7,61,128,3.7,57.2,8125867642,35589294,612.0676341,8622287.358,0.1987385651,5381404.035,43.18999863,25.9009009,97.39102768
Amador,2013,"2,050",221,5,0,20,7,5,0,14,1,0,0,10,2,64,44,18,1,1,0,0,0,"36,620",12.25,2,-22.98,35.23,72.1,117,2.4,69.7,59.1,118,1.9,57.2,8125867642,35589294,612.0676341,8622287.358,0.1987385651,5381404.035,43.18999863,25.9009009,97.39102768
Amador,2012,"7,200",102,1,2,17,6,8,11,3,0,0,0,5,2,55,34,18,3,0,0,0,0,"37,104",40.6,88,5.37,35.23,71,99,1.2,69.7,58.5,113,1.3,57.2,8125867642,35589294,612.0676341,8622287.358,0.1987385651,5381404.035,43.18999863,25.9009009,97.39102768
Amador,2011,"4,200",114,1,0,10,6,0,21,2,0,0,0,8,3,51,25,23,3,0,0,0,0,"37,543",33.13,61,-2.1,35.23,68.4,23,-1.4,69.7,56.1,11,-1.1,57.2,8125867642,35589294,612.0676341,8622287.358,0.1987385651,5381404.035,43.18999863,25.9009009,97.39102768
Amador,2010,"5,000",42,0,0,15,4,0,19,0,2,0,0,1,0,41,25,15,1,0,0,0,0,"38,091",52.07,120,16.84,35.23,68.4,23,-1.3,69.7,56.6,26,-0.6,57.2,8125867642,35589294,612.0676341,8622287.358,0.1987385651,5381404.035,43.18999863,25.9009009,97.39102768
Amador,2009,"5,000",41,3,0,15,14,1,18,0,2,0,1,7,1,62,27,33,2,0,0,0,0,"37,876",30.6,48,-4.63,35.23,70.8,94,1.1,69.7,58.2,100,1,57.2,8125867642,35589294,612.0676341,8622287.358,0.1987385651,5381404.035,43.18999863,25.9009009,97.39102768
Butte,2021,"86,251","6,035",17,0,12,8,22,6,8,0,0,4,10,7,94,56,35,2,0,1,0,0,"206,694",35.78,41,-8.63,44.41,74.6,124,3.7,70.9,61.9,124,3.1,58.8,42515209025,601199212,1694.062207,63214942.64,1.172397442,57452987.48,62.40999985,77.92792793,98.79096405
Butte,2020,"8,209,457","173,004",15,4,28,6,23,25,12,2,1,2,21,14,153,53,80,11,5,2,0,2,"210,426",19.16,3,-25.25,44.41,75.6,128,4.7,70.9,62.4,127,3.6,58.8,42515209025,601199212,1694.062207,63214942.64,1.172397442,57452987.48,62.40999985,77.92792793,98.79096405
Butte,2019,"175,501",722,9,2,25,5,12,6,8,1,0,2,23,11,104,62,36,5,0,1,0,0,"219,186",60.1,115,15.69,44.41,72.1,93,1.2,70.9,60.2,108,1.4,58.8,42515209025,601199212,1694.062207,63214942.64,1.172397442,57452987.48,62.40999985,77.92792793,98.79096405
Butte,2018,"2,000,707,648","154,156",16,1,17,13,17,3,52,2,0,4,40,16,181,132,38,9,0,1,0,1,"230,339",34.51,33,-9.9,44.41,74,122,3.1,70.9,61,121,2.2,58.8,42515209025,601199212,1694.062207,63214942.64,1.172397442,57452987.48,62.40999985,77.92792793,98.79096405
Butte,2017,"11,448,706","25,365",35,3,7,19,9,4,6,2,0,1,15,7,108,57,41,3,3,0,1,3,"228,696",56.41,107,12,44.41,73.4,117,2.4,70.9,61.1,123,2.4,58.8,42515209025,601199212,1694.062207,63214942.64,1.172397442,57452987.48,62.40999985,77.92792793,98.79096405
Butte,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"226,231",55.96,105,11.55,44.41,73.1,114,2.1,70.9,60.8,120,2,58.8,42515209025,601199212,1694.062207,63214942.64,1.172397442,57452987.48,62.40999985,77.92792793,98.79096405
Butte,2015,0,16,0,1,0,0,0,3,5,0,0,0,1,1,11,8,2,1,0,0,0,0,"224,631",20.74,4,-23.67,44.41,74.8,125,3.9,70.9,62,126,3.2,58.8,42515209025,601199212,1694.062207,63214942.64,1.172397442,57452987.48,62.40999985,77.92792793,98.79096405
Butte,2014,"141,734",559,40,2,34,11,9,4,47,6,0,2,22,15,192,127,59,5,0,1,0,0,"223,516",43.72,64,-0.69,44.41,74.9,126,3.9,70.9,62.4,128,3.6,58.8,42515209025,601199212,1694.062207,63214942.64,1.172397442,57452987.48,62.40999985,77.92792793,98.79096405
Butte,2013,"843,776","3,416",13,6,39,15,9,15,50,8,0,2,42,11,210,131,64,10,3,1,1,0,"221,641",12.19,1,-32.22,44.41,74.1,123,3.1,70.9,60.4,116,1.7,58.8,42515209025,601199212,1694.062207,63214942.64,1.172397442,57452987.48,62.40999985,77.92792793,98.79096405
Butte,2012,"436,760",311,6,0,15,13,0,19,4,7,0,2,29,19,114,53,56,4,1,0,0,0,"220,869",53.46,100,9.05,44.41,72.5,105,1.6,70.9,59.8,96,1,58.8,42515209025,601199212,1694.062207,63214942.64,1.172397442,57452987.48,62.40999985,77.92792793,98.79096405
Butte,2011,"125,600",276,24,1,29,16,2,48,9,0,0,2,27,6,164,94,62,8,0,0,0,0,"219,975",38.73,50,-5.68,44.41,70.3,30,-0.6,70.9,58.2,21,-0.6,58.8,42515209025,601199212,1694.062207,63214942.64,1.172397442,57452987.48,62.40999985,77.92792793,98.79096405
Butte,2010,"459,854",191,8,1,13,14,0,24,0,3,0,2,18,1,84,38,40,6,0,0,0,0,"220,005",57.9,111,13.49,44.41,70.2,28,-0.7,70.9,58.6,41,-0.2,58.8,42515209025,601199212,1694.062207,63214942.64,1.172397442,57452987.48,62.40999985,77.92792793,98.79096405
Butte,2009,"459,854",85,3,0,16,28,1,33,1,0,0,1,39,5,127,51,75,1,0,0,0,0,"220,577",35.69,38,-8.72,44.41,72.6,106,1.6,70.9,59.9,99,1.1,58.8,42515209025,601199212,1694.062207,63214942.64,1.172397442,57452987.48,62.40999985,77.92792793,98.79096405
Butte,2008,"24,410,210","79,767",8,3,21,11,2,36,1,2,0,2,32,6,124,41,72,7,1,0,1,2,"219,503",29.78,19,-14.63,44.41,72.9,112,1.9,70.9,60,103,1.3,58.8,42515209025,601199212,1694.062207,63214942.64,1.172397442,57452987.48,62.40999985,77.92792793,98.79096405
Calaveras,2021,"347,503","1,698",12,2,21,9,16,2,17,2,0,1,30,10,122,61,53,3,3,2,0,0,"45,013",33.65,71,-0.62,34.27,73.4,124,3,70.4,60.5,125,2.9,57.6,13199239686,31467369,1047.394471,24748010.37,0.09899453804,2463459.923,45.09999847,30.40540541,99.42729876
Calaveras,2020,"834,351","3,546",7,2,24,10,14,5,18,1,0,0,23,15,119,41,69,7,0,0,2,0,"45,277",18.94,4,-15.33,34.27,73.6,127,3.2,70.4,60.7,127,3.1,57.6,13199239686,31467369,1047.394471,24748010.37,0.09899453804,2463459.923,45.09999847,30.40540541,99.42729876
Calaveras,2019,"1,104,399",558,3,3,25,12,15,7,19,1,0,1,24,15,125,64,53,7,1,0,0,0,"45,905",48.25,117,13.98,34.27,70.4,61,0,70.4,58.3,88,0.6,57.6,13199239686,31467369,1047.394471,24748010.37,0.09899453804,2463459.923,45.09999847,30.40540541,99.42729876
Calaveras,2018,"144,110",583,2,5,32,9,23,2,19,2,0,0,31,9,134,73,53,7,1,0,0,0,"45,698",32.63,63,-1.64,34.27,73,119,2.6,70.4,60,123,2.4,57.6,13199239686,31467369,1047.394471,24748010.37,0.09899453804,2463459.923,45.09999847,30.40540541,99.42729876
Calaveras,2017,"240,963",516,1,3,34,19,17,5,18,0,0,2,25,6,130,75,48,5,2,0,0,0,"45,681",51.55,122,17.28,34.27,72.3,115,1.9,70.4,60,123,2.4,57.6,13199239686,31467369,1047.394471,24748010.37,0.09899453804,2463459.923,45.09999847,30.40540541,99.42729876
Calaveras,2016,"405,009","1,453",1,3,22,9,14,0,12,2,0,1,21,9,94,54,28,9,0,3,0,0,"45,322",40.49,92,6.22,34.27,72.1,113,1.7,70.4,59.5,119,1.9,57.6,13199239686,31467369,1047.394471,24748010.37,0.09899453804,2463459.923,45.09999847,30.40540541,99.42729876
Calaveras,2015,"139,494",293,2,1,32,7,13,8,21,1,0,1,26,10,122,72,45,4,1,0,0,0,"44,965",25.26,28,-9.01,34.27,73.5,126,3.1,70.4,60.7,126,3,57.6,13199239686,31467369,1047.394471,24748010.37,0.09899453804,2463459.923,45.09999847,30.40540541,99.42729876
Calaveras,2014,"163,589",322,1,3,17,12,17,9,17,3,0,1,13,7,100,51,44,4,1,0,0,0,"44,671",29.56,49,-4.71,34.27,74,128,3.6,70.4,61.1,128,3.5,57.6,13199239686,31467369,1047.394471,24748010.37,0.09899453804,2463459.923,45.09999847,30.40540541,99.42729876
Calaveras,2013,"48,644",211,4,3,22,9,11,0,7,3,0,1,30,8,98,40,53,5,0,0,0,0,"44,655",11.14,1,-23.13,34.27,72.7,118,2.4,70.4,59.3,118,1.7,57.6,13199239686,31467369,1047.394471,24748010.37,0.09899453804,2463459.923,45.09999847,30.40540541,99.42729876
Calaveras,2012,"166,265",569,16,1,38,11,31,20,6,5,0,0,30,3,161,87,66,7,1,0,0,0,"44,815",37.79,83,3.52,34.27,71.8,107,1.4,70.4,59,113,1.3,57.6,13199239686,31467369,1047.394471,24748010.37,0.09899453804,2463459.923,45.09999847,30.40540541,99.42729876
Calaveras,2011,"322,326","1,145",5,1,37,11,3,45,2,1,0,2,25,2,134,63,62,8,0,1,0,0,"45,160",32.11,59,-2.16,34.27,69.1,19,-1.3,70.4,56.5,12,-1.1,57.6,13199239686,31467369,1047.394471,24748010.37,0.09899453804,2463459.923,45.09999847,30.40540541,99.42729876
Calaveras,2010,"96,763",230,7,2,10,12,2,24,0,8,0,2,18,0,85,45,38,1,1,0,0,0,"45,578",50.74,121,16.47,34.27,69.1,19,-1.3,70.4,57,24,-0.6,57.6,13199239686,31467369,1047.394471,24748010.37,0.09899453804,2463459.923,45.09999847,30.40540541,99.42729876
Calaveras,2009,"96,763",85,13,0,14,14,0,19,0,1,0,0,25,3,89,45,40,2,1,1,0,0,"46,731",29.62,50,-4.65,34.27,71.5,101,1.1,70.4,58.5,99,0.9,57.6,13199239686,31467369,1047.394471,24748010.37,0.09899453804,2463459.923,45.09999847,30.40540541,99.42729876
Calaveras,2008,"269,397",413,11,1,32,13,5,25,0,0,0,1,27,3,118,51,59,8,0,0,0,0,"46,944",25.32,30,-8.95,34.27,71.7,103,1.4,70.4,58.7,105,1.1,57.6,13199239686,31467369,1047.394471,24748010.37,0.09899453804,2463459.923,45.09999847,30.40540541,99.42729876
Colusa,2021,0,6,0,0,1,0,0,0,0,1,0,0,0,2,4,1,3,0,0,0,0,0,"21,867",18.55,41,-3.45,22,76.5,120,2.7,73.8,63.2,125,2.8,60.4,4268859170,635306390,1168.027228,7109815.34,0.2039387795,61785303.3,27.85000038,6.66023166,82.11899459
Colusa,2020,"140,500",878,0,1,2,0,0,2,2,0,0,0,2,3,12,5,2,2,1,1,1,0,"21,777",6.88,2,-15.12,22,77.5,126,3.7,73.8,64,127,3.6,60.4,4268859170,635306390,1168.027228,7109815.34,0.2039387795,61785303.3,27.85000038,6.66023166,82.11899459
Colusa,2019,"80,000","2,254",0,1,1,0,3,1,1,0,0,0,0,0,7,0,5,1,0,0,1,0,"21,547",32.89,119,10.89,22,73.8,57,0,73.8,61.6,104,1.2,60.4,4268859170,635306390,1168.027228,7109815.34,0.2039387795,61785303.3,27.85000038,6.66023166,82.11899459
Colusa,2018,"275,000",82,0,0,0,1,1,0,1,0,0,1,3,1,8,3,4,1,0,0,0,0,"21,418",18.08,38,-3.92,22,76,117,2.2,73.8,62.5,122,2.1,60.4,4268859170,635306390,1168.027228,7109815.34,0.2039387795,61785303.3,27.85000038,6.66023166,82.11899459
Colusa,2017,0,31,0,1,0,2,1,0,0,0,0,0,3,0,7,4,1,2,0,0,0,0,"21,579",27.44,102,5.44,22,75.8,115,2,73.8,62.9,124,2.5,60.4,4268859170,635306390,1168.027228,7109815.34,0.2039387795,61785303.3,27.85000038,6.66023166,82.11899459
Colusa,2016,0,7,1,1,0,0,0,0,0,0,0,0,0,2,4,3,1,0,0,0,0,0,"21,496",25.49,88,3.49,22,75.3,106,1.5,73.8,62.5,122,2.2,60.4,4268859170,635306390,1168.027228,7109815.34,0.2039387795,61785303.3,27.85000038,6.66023166,82.11899459
Colusa,2015,"6,551",79,1,0,0,2,2,0,2,0,0,0,2,0,9,5,0,0,0,0,0,0,"21,231",11.92,11,-10.08,22,77.8,127,4,73.8,63.9,127,3.5,60.4,4268859170,635306390,1168.027228,7109815.34,0.2039387795,61785303.3,27.85000038,6.66023166,82.11899459
Colusa,2014,0,16,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,0,0,0,"21,176",28.67,105,6.67,22,78,128,4.2,73.8,64.4,128,4,60.4,4268859170,635306390,1168.027228,7109815.34,0.2039387795,61785303.3,27.85000038,6.66023166,82.11899459
Colusa,2013,"1,020",11,0,0,0,0,1,1,1,0,0,0,4,2,9,4,5,0,0,0,0,0,"21,250",8.22,3,-13.78,22,76.7,123,2.9,73.8,62.1,118,1.7,60.4,4268859170,635306390,1168.027228,7109815.34,0.2039387795,61785303.3,27.85000038,6.66023166,82.11899459
Colusa,2012,0,"4,285",0,0,0,1,0,0,0,0,0,0,7,0,8,1,1,3,0,1,2,0,"21,284",29.95,112,7.95,22,75.4,107,1.6,73.8,61.6,104,1.3,60.4,4268859170,635306390,1168.027228,7109815.34,0.2039387795,61785303.3,27.85000038,6.66023166,82.11899459
Colusa,2011,"13,000",77,3,1,0,2,0,2,0,0,0,0,3,0,11,6,3,2,0,0,0,0,"21,323",22.35,72,0.35,22,73.1,27,-0.7,73.8,60,36,-0.4,60.4,4268859170,635306390,1168.027228,7109815.34,0.2039387795,61785303.3,27.85000038,6.66023166,82.11899459
Colusa,2010,0,7,1,0,1,0,0,0,0,0,0,0,2,0,4,0,4,0,0,0,0,0,"21,407",35.61,123,13.61,22,72.9,22,-0.9,73.8,60.3,50,-0.1,60.4,4268859170,635306390,1168.027228,7109815.34,0.2039387795,61785303.3,27.85000038,6.66023166,82.11899459
Colusa,2009,0,4,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,"21,321",18.52,40,-3.48,22,75.7,114,1.9,73.8,61.7,108,1.3,60.4,4268859170,635306390,1168.027228,7109815.34,0.2039387795,61785303.3,27.85000038,6.66023166,82.11899459
Colusa,2008,100,76,0,0,0,1,0,3,0,0,0,0,4,0,8,3,2,3,0,0,0,0,"21,155",20.53,53,-1.47,22,75.7,114,1.9,73.8,61.7,108,1.3,60.4,4268859170,635306390,1168.027228,7109815.34,0.2039387795,61785303.3,27.85000038,6.66023166,82.11899459
Contra Costa,2021,"21,322",223,2,0,0,7,2,0,2,2,0,0,15,7,37,21,14,1,1,0,0,0,"1,160,418",16.96,60,-1.53,18.49,72.8,123,2.8,70,61.3,123,2.5,58.8,218460912694,95468060,812.0257435,421295962,14.14943311,11086426.54,75.01999664,89.22136422,95.92745784
Contra Costa,2020,"99,700","3,490",9,2,0,10,7,5,3,0,0,0,6,10,52,6,33,11,0,1,1,0,"1,165,556",7.23,2,-11.26,18.49,74.3,128,4.3,70,62.8,128,4,58.8,218460912694,95468060,812.0257435,421295962,14.14943311,11086426.54,75.01999664,89.22136422,95.92745784
Contra Costa,2019,"234,970","1,343",31,2,1,3,6,0,5,0,0,0,13,3,64,35,17,7,4,1,0,0,"1,153,526",23.29,102,4.8,18.49,71.4,98,1.4,70,60.6,114,1.8,58.8,218460912694,95468060,812.0257435,421295962,14.14943311,11086426.54,75.01999664,89.22136422,95.92745784
Contra Costa,2018,"2,612,150",330,5,0,1,3,3,0,3,0,0,0,25,0,40,23,12,4,1,0,0,0,"1,150,519",17.52,64,-0.97,18.49,72.3,120,2.3,70,61,119,2.2,58.8,218460912694,95468060,812.0257435,421295962,14.14943311,11086426.54,75.01999664,89.22136422,95.92745784
Contra Costa,2017,"8,028",224,1,0,0,3,2,0,3,3,0,0,13,1,26,12,9,4,1,0,0,0,"1,145,535",26.84,118,8.35,18.49,72.7,122,2.7,70,61.5,124,2.7,58.8,218460912694,95468060,812.0257435,421295962,14.14943311,11086426.54,75.01999664,89.22136422,95.92745784
Contra Costa,2016,"11,450",224,0,0,0,4,6,0,1,0,0,0,15,2,28,13,10,5,0,0,0,0,"1,137,268",22.55,94,4.06,18.49,72.3,120,2.3,70,61.2,120,2.4,58.8,218460912694,95468060,812.0257435,421295962,14.14943311,11086426.54,75.01999664,89.22136422,95.92745784
Contra Costa,2015,"59,230",363,11,2,1,8,5,0,3,0,0,0,10,3,43,23,14,5,1,0,0,0,"1,124,405",9.28,6,-9.21,18.49,73.3,125,3.3,70,62,126,3.2,58.8,218460912694,95468060,812.0257435,421295962,14.14943311,11086426.54,75.01999664,89.22136422,95.92745784
Contra Costa,2014,"24,277",210,1,1,1,5,1,0,3,0,0,0,15,2,29,13,13,2,1,0,0,0,"1,108,876",21.07,87,2.58,18.49,74,127,4,70,62.7,127,3.9,58.8,218460912694,95468060,812.0257435,421295962,14.14943311,11086426.54,75.01999664,89.22136422,95.92745784
Contra Costa,2013,"112,910","3,971",7,1,1,4,4,0,3,0,0,0,22,1,43,25,10,5,1,1,1,0,"1,093,401",5.27,1,-13.22,18.49,72.5,121,2.5,70,60.7,117,1.9,58.8,218460912694,95468060,812.0257435,421295962,14.14943311,11086426.54,75.01999664,89.22136422,95.92745784
Contra Costa,2012,"17,451",145,2,0,0,2,0,1,4,0,0,0,10,2,21,10,9,1,1,0,0,0,"1,077,548",23.25,101,4.76,18.49,71.7,109,1.6,70,60.2,104,1.3,58.8,218460912694,95468060,812.0257435,421295962,14.14943311,11086426.54,75.01999664,89.22136422,95.92745784
Contra Costa,2011,"684,650",475,3,0,3,5,1,32,1,0,0,0,21,2,68,27,32,8,1,0,0,0,"1,065,440",15.69,42,-2.8,18.49,69.8,49,-0.3,70,58.7,54,-0.1,58.8,218460912694,95468060,812.0257435,421295962,14.14943311,11086426.54,75.01999664,89.22136422,95.92745784
Contra Costa,2009,"74,500",40,5,0,1,3,1,22,0,0,0,0,19,1,52,27,18,6,1,0,0,0,"1,041,274",17.83,67,-0.66,18.49,71.3,94,1.3,70,59.9,99,1.1,58.8,218460912694,95468060,812.0257435,421295962,14.14943311,11086426.54,75.01999664,89.22136422,95.92745784
Contra Costa,2008,"38,501",164,10,3,2,0,0,17,0,0,0,0,19,1,52,27,20,5,0,0,0,0,"1,025,464",14.29,35,-4.2,18.49,71.9,111,1.8,70,60.2,104,1.4,58.8,218460912694,95468060,812.0257435,421295962,14.14943311,11086426.54,75.01999664,89.22136422,95.92745784
Del Norte,2021,0,7,4,1,2,1,0,2,0,0,0,0,5,0,15,10,5,0,0,0,0,0,"27,365",75.66,60,-4.33,79.99,63.6,121,3.4,60.2,53.3,124,2.5,50.8,6881230916,49767415,1242.095661,13859879.07,0.3823663347,199598.4666,24.35000038,1.930501931,84.18708241
